account_type,media_type,content_category,traffic_source,follower_count,hashtags_count,caption_length,has_cta,is_weekend,post_hour,likes,comments,shares,saves,normalized_engagement,is_viral
creator,reel,food,home feed,3551,9,120,0,0,18,387,7,21,65,0.1672768234300197,1
creator,carousel,technology,external,6916,7,146,0,0,19,428,18,28,67,0.09861191440138808,0
brand,image,technology,external,31095,6,118,1,0,15,29,0,1,2,0.0011577424023154848,0
creator,reel,comedy,explore,13798,7,139,0,0,9,647,19,27,105,0.0707348891143644,0
creator,image,travel,home feed,10739,7,118,0,0,11,114,2,5,21,0.016295744482726512,0
brand,carousel,lifestyle,external,10018,11,135,1,0,5,129,6,4,19,0.019065681772808943,0
brand,reel,comedy,reels feed,9044,13,119,0,0,22,451,10,14,57,0.06932773109243698,0
creator,carousel,travel,home feed,4972,10,127,0,0,20,188,8,12,0,0.04827031375703942,0
creator,carousel,travel,profile,10739,5,139,1,0,18,277,8,10,37,0.03696806034081385,0
brand,image,music,hashtags,9461,3,107,0,0,20,220,5,4,26,0.03107493922418349,0
creator,carousel,photography,explore,7486,6,117,1,0,1,459,20,30,69,0.09711461394603259,0
creator,image,photography,explore,13798,14,120,0,0,7,321,5,17,59,0.03623713581678504,0
brand,carousel,photography,reels feed,5824,6,106,0,0,19,450,9,15,60,0.10868818681318682,0
creator,reel,beauty,external,6916,5,127,0,0,8,181,4,10,30,0.040341237709658764,0
creator,carousel,comedy,home feed,22291,9,136,0,0,2,311,11,10,40,0.019873491543672333,0
creator,carousel,travel,hashtags,10739,5,124,1,0,6,25,0,0,4,0.0030729118167427136,0
creator,carousel,music,external,5824,11,108,0,0,2,244,7,5,31,0.05752060439560439,0
creator,reel,technology,external,9696,8,120,0,0,10,59,0,2,5,0.007735148514851485,0
creator,carousel,lifestyle,reels feed,9696,10,127,0,0,11,253,8,15,46,0.04187293729372937,0
brand,carousel,lifestyle,profile,10018,11,121,1,0,12,296,5,16,43,0.043920942303853065,0
creator,image,technology,reels feed,4972,8,126,0,0,3,132,6,8,27,0.044650040225261464,0
creator,image,food,home feed,9044,9,115,1,0,1,350,10,16,51,0.05749668288367979,0
creator,reel,food,hashtags,3083,13,108,1,0,5,416,19,23,50,0.2020759000973078,1
brand,reel,photography,external,10018,13,136,0,0,20,308,7,18,57,0.04891195847474546,0
creator,image,comedy,external,9696,4,112,1,0,11,58,2,5,12,0.010416666666666666,0
creator,carousel,beauty,profile,8167,7,121,0,0,9,144,3,3,26,0.025835680176319334,0
creator,image,music,hashtags,4542,7,110,1,0,19,81,1,1,16,0.025979744605900485,0
creator,reel,lifestyle,external,6916,10,138,0,0,3,473,15,13,78,0.10092539039907461,0
creator,reel,photography,explore,9044,8,94,1,0,16,183,5,8,23,0.029080053073861124,0
brand,reel,fashion,reels feed,9696,8,112,0,0,11,771,20,42,0,0.09663778877887788,0
brand,image,photography,profile,4542,12,111,1,0,18,441,20,36,68,0.15962131219726994,1
creator,image,fashion,external,15923,12,127,0,0,20,167,5,11,31,0.017082208126609308,0
creator,reel,fitness,home feed,3447,9,125,1,0,14,170,4,9,0,0.05947200464171744,0
brand,carousel,travel,hashtags,22291,4,144,1,0,1,111,4,4,16,0.007312368220357992,0
creator,image,technology,profile,22291,7,128,0,0,6,61,1,2,11,0.004082365080077161,0
brand,carousel,travel,home feed,10034,12,119,1,0,18,123,3,12,13,0.019035280047837354,0
creator,reel,photography,explore,3447,5,111,0,0,7,249,9,9,30,0.10269799825935597,0
creator,reel,travel,hashtags,15986,8,121,1,0,17,298,9,12,50,0.02827474039784812,0
brand,reel,music,home feed,10018,9,106,1,0,13,1434,33,48,198,0.20363345977240965,1
creator,reel,fitness,home feed,3083,4,119,0,0,7,33,2,0,4,0.014596172559195588,0
creator,image,beauty,external,9696,7,117,1,0,20,96,4,5,9,0.014129537953795379,0
creator,reel,fitness,explore,9461,4,121,0,0,5,995,25,46,151,0.15696015220378395,1
brand,carousel,lifestyle,reels feed,10018,8,120,0,0,2,374,7,13,53,0.053204232381712915,0
creator,image,music,explore,7486,9,122,0,0,11,284,8,11,51,0.058108469142399144,0
brand,carousel,travel,profile,6916,9,114,1,0,0,440,11,20,54,0.09109311740890688,0
creator,carousel,beauty,external,10034,6,115,1,0,16,860,29,39,127,0.1284632250348814,0
brand,carousel,travel,hashtags,9461,7,133,0,0,4,121,6,12,15,0.02103371736602896,0
brand,image,comedy,hashtags,4542,15,116,0,0,11,1261,38,63,199,0.4236019374724791,1
creator,image,comedy,external,10034,8,114,0,0,17,132,5,5,18,0.01923460235200319,0
brand,image,food,hashtags,13798,8,120,0,0,12,103,5,3,14,0.010871140745035512,0
creator,image,fitness,home feed,4972,10,115,1,0,8,273,8,13,48,0.08527755430410297,0
brand,image,beauty,home feed,5824,8,124,0,0,2,347,7,16,48,0.08671016483516483,0
creator,image,comedy,reels feed,15923,5,127,1,0,3,148,4,6,21,0.013565282924072096,0
creator,carousel,food,home feed,15986,7,116,0,0,9,330,8,13,57,0.031214812961341175,0
creator,carousel,music,explore,31095,11,109,1,0,9,838,23,49,123,0.04106769577102428,0
creator,image,beauty,reels feed,10018,5,118,0,0,1,76,1,2,13,0.010980235575963266,0
brand,image,food,hashtags,13798,9,122,0,0,17,170,7,12,30,0.02029279605739962,0
brand,carousel,technology,external,3551,10,117,1,0,2,210,10,10,41,0.0963108983384962,0
creator,image,beauty,home feed,13798,2,120,0,0,10,103,5,2,13,0.010508769386867662,0
creator,reel,photography,explore,22291,15,127,0,0,21,81,3,3,16,0.005742227804943699,0
creator,carousel,food,explore,3083,9,119,1,0,22,630,13,34,102,0.31203373337658125,1
brand,carousel,travel,home feed,10739,8,123,1,0,4,403,12,20,73,0.058944035757519324,0
brand,image,photography,home feed,6916,11,122,0,0,14,174,5,8,33,0.03961827646038173,0
creator,image,technology,external,9044,7,111,0,0,23,99,3,6,11,0.016032728881026095,0
brand,carousel,comedy,profile,10739,6,124,1,0,16,360,9,13,40,0.04627991433094329,0
creator,reel,fashion,profile,10018,7,87,1,0,1,88,4,2,16,0.013375923337991615,0
creator,reel,food,home feed,15923,7,100,0,0,4,277,13,15,44,0.027381774791182565,0
creator,reel,music,profile,22291,3,124,0,0,16,170,8,15,24,0.01251626216858822,0
creator,carousel,food,hashtags,9461,12,116,0,0,10,178,3,8,27,0.02769263291406828,0
creator,image,fashion,hashtags,3551,8,132,1,0,9,588,15,27,92,0.24866234863418754,1
creator,reel,technology,external,3083,12,133,0,0,22,379,9,18,42,0.17353227375932534,1
brand,carousel,technology,external,10739,4,122,0,0,18,269,4,8,38,0.03510568954278797,0
creator,reel,photography,hashtags,3447,8,127,0,0,5,879,30,45,129,0.38642297650130547,1
creator,carousel,beauty,profile,9044,11,118,0,0,9,140,6,6,18,0.02277753206545776,0
creator,image,music,external,22291,4,110,1,0,10,128,9,7,29,0.010093759813377597,0
creator,image,photography,hashtags,15986,9,119,0,0,6,210,4,17,45,0.022457150006255474,0
creator,image,music,home feed,6916,4,133,0,0,15,27,0,0,7,0.005928282244071718,0
creator,reel,music,hashtags,10018,10,143,1,0,20,55,1,6,9,0.009283290077859852,0
creator,carousel,fashion,reels feed,22291,4,117,0,0,12,85,2,2,13,0.005428199721860841,0
creator,reel,photography,profile,3551,8,104,1,0,22,76,2,4,15,0.03435651929034075,0
brand,carousel,music,profile,10739,4,130,0,0,10,156,2,5,20,0.020020486078778283,0
creator,image,lifestyle,external,10739,12,135,1,0,2,112,4,4,9,0.013967780985194153,0
brand,carousel,fashion,reels feed,31095,9,108,1,0,7,331,5,14,57,0.015983277054188776,0
creator,carousel,technology,profile,5824,9,136,1,0,22,376,14,23,58,0.10113324175824176,0
brand,reel,fashion,home feed,31095,8,142,0,0,3,80,0,5,9,0.003634024762823605,0
creator,image,travel,hashtags,10034,11,131,0,0,6,286,10,19,41,0.04434921267689854,0
brand,reel,travel,home feed,31095,8,140,0,0,9,369,0,18,43,0.016369191188293938,0
creator,carousel,music,home feed,7486,8,102,0,0,11,138,7,6,29,0.030456852791878174,0
creator,image,photography,reels feed,22291,10,119,0,0,10,134,1,10,13,0.008613341707415548,0
brand,image,technology,profile,10034,8,123,0,0,4,559,20,21,88,0.08351604544548535,0
brand,reel,fashion,hashtags,6916,5,137,0,0,4,188,6,7,43,0.04438982070561018,0
brand,carousel,photography,profile,10018,7,125,0,0,18,50,2,1,5,0.006687961668995808,0
creator,image,fashion,external,9461,13,116,0,0,14,0,7,6,20,0.007610189197759222,0
brand,image,fashion,profile,9461,4,128,0,0,6,247,4,15,32,0.03847373427756051,0
creator,image,lifestyle,profile,3447,16,128,0,0,3,216,9,11,32,0.09602552944589499,0
creator,image,travel,reels feed,10739,5,104,1,0,6,533,19,27,77,0.07505354316044324,0
brand,image,fashion,profile,5824,9,114,0,0,6,619,22,29,87,0.15865384615384615,1
creator,image,lifestyle,reels feed,3447,8,131,0,0,9,794,27,39,147,0.36524514070205977,1
brand,carousel,travel,explore,13798,12,112,0,0,3,157,4,9,25,0.01753877373532396,0
creator,image,lifestyle,reels feed,9696,10,120,1,0,17,431,12,15,75,0.06703795379537954,0
brand,image,photography,profile,3447,8,127,0,0,21,59,1,5,14,0.03017116333043226,0
creator,image,beauty,home feed,10018,9,119,1,0,5,207,8,10,37,0.03264124575763625,0
creator,image,travel,reels feed,13798,5,98,0,0,20,70,0,3,10,0.007174952891723438,0
creator,image,comedy,external,10739,4,150,0,0,0,473,14,29,79,0.06946643076636558,0
brand,reel,beauty,explore,22291,10,108,0,0,1,66,2,2,10,0.004306670853707774,0
brand,image,photography,hashtags,3551,5,119,0,0,22,457,17,36,75,0.21092649957758378,1
creator,reel,fashion,profile,5824,11,120,1,0,2,241,0,12,34,0.05923763736263736,0
brand,image,technology,external,8167,6,129,0,0,6,693,17,36,96,0.12574996938900454,0
creator,carousel,photography,external,10018,8,122,0,0,1,224,11,16,25,0.03433819125573967,0
brand,image,lifestyle,hashtags,31095,4,102,0,0,13,348,13,20,51,0.01723749799003055,0
brand,image,lifestyle,explore,10739,10,110,0,0,4,147,9,7,20,0.021044790017692522,0
creator,carousel,lifestyle,hashtags,15986,12,147,1,0,4,284,8,11,35,0.025209558363568123,0
creator,carousel,lifestyle,hashtags,9461,8,103,1,0,15,272,5,14,44,0.043547193742733324,0
creator,image,photography,profile,15986,11,125,0,0,14,323,4,14,58,0.03058926560740648,0
creator,reel,technology,external,7486,9,104,0,0,15,296,8,14,34,0.056371894202511354,0
brand,carousel,food,reels feed,31095,13,123,0,0,23,97,3,2,15,0.0044701720533847885,0
creator,reel,lifestyle,reels feed,9696,7,127,0,0,8,533,25,42,64,0.08632425742574257,0
creator,reel,food,external,7486,10,131,1,0,7,69,0,4,9,0.013224686080683943,0
brand,carousel,technology,explore,31095,7,113,0,0,21,116,0,13,16,0.006013828589805435,0
creator,image,technology,hashtags,13798,8,116,0,0,1,368,10,15,67,0.04109291201623424,0
creator,carousel,beauty,external,5824,10,113,0,0,9,91,6,2,5,0.020432692307692308,0
creator,image,travel,reels feed,5824,15,116,1,0,17,0,23,41,117,0.06919642857142858,0
creator,carousel,comedy,hashtags,4542,11,116,0,0,17,114,1,7,15,0.03676794363716424,0
creator,reel,music,explore,3551,6,98,1,0,18,392,18,22,61,0.17347226133483526,1
brand,image,comedy,external,3083,12,116,1,0,4,117,0,12,14,0.0587090496269867,0
creator,image,photography,hashtags,9696,14,132,1,0,0,114,0,10,19,0.018770627062706272,0
creator,reel,music,external,8167,11,104,1,0,20,1461,27,57,258,0.2696216480959961,1
creator,image,technology,external,13798,7,115,0,0,22,190,3,7,33,0.020510218872300333,0
creator,carousel,comedy,home feed,6916,11,127,1,0,10,232,7,9,37,0.050173510699826486,0
creator,carousel,fitness,explore,15986,6,124,1,0,20,113,2,5,13,0.009883648192168148,0
creator,image,travel,reels feed,7486,9,117,1,0,10,235,6,13,27,0.04541811381244991,0
creator,reel,comedy,hashtags,7486,12,103,0,0,2,198,3,12,27,0.0392733101790008,0
brand,carousel,travel,home feed,5824,9,134,0,0,2,0,0,2,9,0.004120879120879121,0
creator,image,food,hashtags,7486,7,97,0,0,15,32,0,3,2,0.006011220945765429,0
creator,image,photography,profile,8167,9,124,0,0,19,91,3,3,12,0.01591771764417779,0
creator,reel,travel,explore,4972,12,120,1,0,14,113,2,9,21,0.037409493161705554,0
creator,image,food,home feed,15923,4,97,1,0,12,99,3,4,16,0.009357533128179362,0
brand,carousel,lifestyle,reels feed,10739,6,120,1,0,9,0,1,0,0,0.0001862370798025887,0
brand,carousel,food,external,9696,11,120,0,0,18,147,3,9,10,0.020627062706270627,0
creator,carousel,photography,explore,6916,8,117,0,0,9,204,8,8,33,0.0448235974551764,0
creator,carousel,beauty,reels feed,4542,8,124,0,0,15,546,17,30,91,0.18758256274768825,1
creator,carousel,lifestyle,explore,7486,10,111,1,0,5,218,5,7,42,0.04448303499866417,0
brand,carousel,technology,explore,15923,12,116,1,0,4,326,5,20,51,0.03127551340827733,0
creator,carousel,fashion,home feed,7486,11,120,0,0,14,350,12,9,52,0.06745925728025648,0
creator,carousel,food,hashtags,3551,16,118,1,0,16,91,3,5,0,0.03154041115178823,0
creator,image,food,profile,4972,4,116,1,0,3,139,5,9,27,0.04625905068382945,0
creator,reel,travel,reels feed,10739,6,122,1,0,7,88,5,4,19,0.013781543905391564,0
brand,image,technology,home feed,9696,8,121,0,0,11,742,17,35,118,0.11520214521452145,0
brand,image,comedy,hashtags,10018,11,114,0,0,12,236,8,10,36,0.03533639448991815,0
creator,image,fitness,external,7486,5,123,1,0,8,311,0,16,39,0.0583756345177665,0
brand,image,music,home feed,3083,5,139,0,0,14,93,1,4,14,0.043788517677586763,0
brand,reel,food,external,8167,9,107,1,0,10,121,3,12,19,0.024611240357536427,0
brand,image,comedy,external,15923,5,121,1,0,14,75,3,3,12,0.007159454876593607,0
brand,reel,fitness,reels feed,9461,8,106,0,0,21,177,2,0,24,0.02420462953176197,0
brand,carousel,music,home feed,15923,3,126,1,0,14,138,4,7,19,0.012874458330716574,0
creator,carousel,fashion,reels feed,9044,12,114,0,0,3,157,4,12,25,0.027753206545776204,0
brand,carousel,travel,home feed,15923,7,104,0,0,15,42,0,3,6,0.0039565408528543615,0
creator,image,comedy,profile,3083,5,131,1,0,9,57,0,4,9,0.028219266947778137,0
creator,carousel,travel,profile,31095,4,126,0,0,1,89,4,6,13,0.0045344910757356485,0
creator,image,music,reels feed,3447,6,140,1,0,11,89,1,0,16,0.03568320278503046,0
brand,image,beauty,reels feed,3551,4,141,0,0,7,104,4,7,17,0.04702900591382709,0
creator,carousel,food,profile,5824,6,119,0,0,20,98,3,4,11,0.023695054945054944,0
brand,image,lifestyle,reels feed,7486,11,106,0,0,23,89,1,8,10,0.018033662837296287,0
creator,image,fitness,profile,3083,11,108,0,0,21,259,8,5,44,0.12260784949724295,0
creator,image,technology,explore,9461,8,116,0,0,16,416,17,15,59,0.06479230525314449,0
creator,reel,photography,home feed,3551,12,128,1,0,23,126,2,2,25,0.05237961137707688,0
creator,carousel,food,external,15986,9,145,0,0,4,169,7,9,28,0.01663955961466283,0
creator,image,lifestyle,profile,7486,4,113,0,0,18,54,6,0,9,0.0112209457654288,0
creator,carousel,photography,home feed,6916,8,119,0,0,10,716,22,32,104,0.15384615384615385,1
creator,image,comedy,profile,9461,10,132,0,0,16,207,4,4,0,0.02399323538737977,0
brand,image,photography,explore,15923,7,128,0,0,23,163,3,11,29,0.01632858129749419,0
creator,carousel,fashion,reels feed,3447,5,129,0,0,5,45,2,2,3,0.017696547722657382,0
creator,image,food,external,10034,5,122,0,0,11,207,3,12,28,0.030396651385290015,0
creator,reel,travel,explore,10018,9,98,0,0,6,38,2,1,6,0.0056897584348173285,0
creator,carousel,beauty,external,10739,10,135,0,0,15,185,8,9,31,0.02700437657137536,0
brand,image,technology,home feed,22291,2,114,0,0,2,174,3,9,23,0.01134987214570903,0
creator,carousel,travel,external,31095,7,111,1,0,11,198,8,11,28,0.00974433188615533,0
creator,image,lifestyle,hashtags,4972,6,125,0,0,7,226,2,14,31,0.06717618664521319,0
creator,carousel,food,hashtags,4542,7,126,1,0,2,59,1,4,8,0.019594892118009688,0
brand,image,beauty,home feed,4542,2,105,1,0,14,242,11,9,38,0.08080140907089388,0
creator,carousel,photography,hashtags,9044,6,115,1,0,20,189,11,8,33,0.033281733746130034,0
creator,carousel,food,home feed,9696,6,122,0,0,5,431,0,15,66,0.0627062706270627,0
creator,carousel,photography,profile,15923,10,113,0,0,7,81,5,4,14,0.008227092884506688,0
brand,carousel,comedy,external,9696,5,116,0,0,11,847,30,35,101,0.12520627062706272,0
brand,image,fashion,reels feed,3551,10,116,0,0,12,304,7,14,50,0.12954097437341594,0
creator,image,music,explore,9696,7,109,1,0,20,107,5,2,12,0.01516089108910891,0
creator,carousel,food,reels feed,10018,7,128,1,0,16,417,13,19,66,0.06308644440007985,0
creator,image,lifestyle,explore,9696,7,128,1,0,16,101,3,7,10,0.015264026402640265,0
creator,reel,photography,external,15986,7,129,1,0,21,330,10,16,38,0.02965094457650444,0
creator,reel,travel,home feed,13798,8,119,1,0,13,132,0,11,23,0.015292071314683287,0
creator,image,comedy,external,10018,10,111,1,0,15,18,1,3,0,0.0028947893791175885,0
creator,carousel,lifestyle,external,15923,10,126,1,0,10,752,24,41,106,0.07128053758713811,0
brand,carousel,technology,home feed,7486,6,116,0,0,5,103,0,4,13,0.018835158963398345,0
creator,carousel,music,external,9044,8,146,1,0,9,356,8,23,65,0.06313578062804069,0
brand,image,comedy,hashtags,4972,9,145,0,0,6,238,7,12,36,0.07240547063555913,0
creator,carousel,fashion,explore,9696,7,127,0,0,22,136,3,5,22,0.02073019801980198,0
brand,image,music,external,15923,9,112,1,0,8,358,7,15,59,0.03359919613138228,0
brand,carousel,photography,reels feed,6916,7,123,0,0,21,49,1,0,9,0.009976865240023135,0
creator,reel,lifestyle,explore,10034,11,132,0,0,9,250,9,14,40,0.03886784931233805,0
creator,reel,technology,profile,31095,5,121,0,0,11,0,0,12,63,0.005209840810419681,0
brand,image,fitness,external,22291,9,131,0,0,18,673,16,48,96,0.04670046206989368,0
brand,carousel,fashion,home feed,6916,10,127,1,0,11,181,1,10,21,0.036871023713128975,0
brand,carousel,beauty,reels feed,10034,9,118,1,0,18,125,4,5,29,0.020530197329081123,0
creator,image,photography,reels feed,10018,7,117,0,0,14,46,0,1,1,0.005090836494310242,0
creator,image,fitness,explore,31095,6,142,1,0,19,50,2,1,7,0.0022833252934555395,0
creator,reel,food,explore,10034,9,130,1,0,5,126,4,7,26,0.020629858481164044,0
creator,carousel,technology,hashtags,3551,8,116,0,0,14,286,8,19,49,0.1286961419318502,0
brand,reel,travel,reels feed,9461,13,122,0,0,19,225,7,3,27,0.03192051580171229,0
brand,reel,beauty,explore,9461,8,100,0,0,15,2137,63,107,327,0.3422471197547828,1
creator,image,lifestyle,external,10739,5,96,0,0,1,70,4,2,12,0.01005680230933979,0
creator,image,technology,home feed,10034,7,101,0,0,22,111,5,4,18,0.016842734702013154,0
creator,carousel,music,external,5824,15,112,0,0,17,766,23,39,118,0.20003434065934067,1
creator,carousel,comedy,home feed,22291,10,125,0,0,20,224,8,11,24,0.01440043066708537,0
brand,reel,music,explore,8167,7,120,0,0,4,53,0,3,7,0.009305742622750092,0
creator,carousel,music,external,8167,13,136,1,0,7,141,3,15,23,0.029141667687033183,0
creator,carousel,food,external,5824,9,120,1,0,10,1156,39,51,151,0.29000686813186816,1
creator,carousel,fashion,hashtags,3083,8,134,1,0,14,249,5,4,27,0.10541680181641258,0
creator,carousel,travel,hashtags,3551,5,110,1,0,4,204,3,9,24,0.08025908194874683,0
creator,image,beauty,explore,3083,7,127,1,0,13,546,13,31,85,0.27084009082062926,1
creator,carousel,fashion,explore,4542,8,118,0,0,9,113,9,10,22,0.045134302069572876,0
creator,carousel,technology,profile,15923,4,116,1,0,5,277,0,19,30,0.02474408088927966,0
creator,reel,music,hashtags,3083,8,122,0,0,13,512,18,36,71,0.2588387933830684,1
creator,carousel,food,external,15986,9,147,0,0,19,191,9,11,26,0.01839109220567997,0
creator,image,technology,external,4972,11,130,0,0,3,675,18,42,96,0.2069589702333065,1
brand,reel,comedy,home feed,9696,5,134,1,0,13,93,1,5,13,0.014026402640264026,0
brand,carousel,travel,external,5824,8,113,0,0,2,87,2,8,10,0.023179945054945056,0
brand,image,beauty,hashtags,31095,8,98,0,0,17,165,6,4,20,0.007364528059173501,0
creator,reel,comedy,explore,7486,9,136,1,0,19,58,4,3,6,0.011621693828479829,0
creator,image,food,explore,3083,5,122,1,0,10,117,6,4,17,0.056762893285760625,0
creator,image,travel,reels feed,7486,2,138,0,0,11,92,2,8,13,0.019503072401816725,0
